,Artist,Title,spotify_id,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
160,The Box Tops,Neon Rainbow,1F898dzpPq7Erdd8pDgUad,0.771,0.56,0.339,0.000589,0,0.112,-12.303,1,0.0338,116.868,0.443,1
161,Astarte,Risen From Within,6RKsCqzlDxZcAyryDKEMKt,0.0282,0.535,0.67,0.0364,4,0.0936,-6.222,0,0.0236,80.903,0.265,0
162,Stevie Ray Vaughan And Double Trouble,Empty Arms,3LoSwP6htk35aV9wCM48w7,0.00525,0.347,0.78,0.00465,1,0.299,-10.823,0,0.112,147.855,0.669,0
163,DJ Spinn,Bounce Back,2mI20kUdIyOaAhtgeonE4g,0.0118,0.872,0.513,0.027,4,0.0856,-5.556,0,0.303,160.014,0.929,0
164,Prisma,winning friends,2L3G3KpEh2VcJ3nZ3S08AA,8.37E-05,0.409,0.786,0.553,9,0.469,-10.938,1,0.0379,128.655,0.328,0
165,Terry Callier,Blues,0qDWYnO1vHapI3KrILt8nV,0.155,0.608,0.626,0,7,0.0774,-6.77,1,0.0382,81.733,0.859,0
166,Finntroll,Hel Vete,35eGe5dabntMw2O4qhbSxM,2.41E-06,0.231,0.988,0.874,5,0.391,-5.897,1,0.146,112.458,0.323,0
167,Novaspace,Guardian Angel,6W7cMmDjj1KmoC0P8vYFFt,0.389,0.607,0.551,2.95E-05,2,0.0909,-7.146,1,0.0319,92.982,0.383,0
168,Semisonic,If I Run,4IT46qiV67e3rdeZQJWk3N,3.27E-05,0.508,0.822,0.223,9,0.0817,-7.238,1,0.0278,93.011,0.565,0
169,Tom Barabas,Melodioso,0ISOngUUqKv9mN7iah1qAh,0.745,0.57,0.297,0.976,4,0.123,-13.157,0,0.0308,121.019,0.156,0
170,Pardesi,Shuncata Penda,6XBh95XB6WLdNwrUoFLlUf,0.0951,0.677,0.866,3.57E-06,1,0.32,-13.257,0,0.0491,106.48,0.943,0
171,Steve Riley & The Mamou Playboys,Between Eunice & Opelousas,3dPnLWsqg98r3yZTkibQKc,0.368,0.721,0.995,0.827,0,0.205,-4.65,1,0.0391,112.73,0.982,0
172,DJ Ostkurve,Sailing,1R34w1IjNY6ah9wdnhB9j5,0.000114,0.52,0.972,3.87E-05,1,0.108,-4.33,0,0.036,137.978,0.649,0
173,Falco,Monarchy Now,76Xez9mX6grsbch9FNX8jn,0.226,0.693,0.891,0.000622,11,0.338,-8.695,0,0.129,94.782,0.581,0
174,Roy Rogers,Hi Ho Silver,2T1kmuXDSepvo36kWaP5Ai,0.991,0.827,0.186,0.00311,5,0.104,-10.686,1,0.0728,121.935,0.751,0
175,Reni,Slamka Spasa,2Jq447W0noFCwcOIhTySUm,0.375,0.707,0.892,0,0,0.195,-3.264,0,0.0403,139.011,0.864,0
176,Leonard Kwan,Kanaka 'o Mose,3eKL3VGRwLzMtk0aqjGnDs,0.804,0.641,0.173,0.812,11,0.105,-21.451,1,0.0426,83.077,0.336,0
177,Cracker,Shake Some Action,0Igv1GibayCiJ5WAQF4Ukn,0.00305,0.564,0.763,0.00229,4,0.0884,-5.245,1,0.0277,136.182,0.632,0
178,Thomas Battenstein,Nun singet und seid froh,59zgK7avnLlYKIFMUxwrrz,0.983,0.475,0.103,0.928,7,0.097,-18.407,1,0.0695,169.897,0.393,0
179,Sapo,El Mes Alt,7yEXnaGFQaYHSEIfngOr8z,0.147,0.624,0.819,0.0127,7,0.226,-4.623,1,0.0678,140.621,0.621,0
180,The Charms,Ascolta mio dio,122WEqvDD58TZrMtwDITWt,0.557,0.669,0.848,0,7,0.138,-6.472,1,0.276,149.104,0.795,0
181,Kris Kristofferson,Road Warrior's Lament,4AdsgXuGXrm2mfMbSWMOFF,0.488,0.469,0.19,0.000142,9,0.692,-17.451,1,0.0364,142.169,0.506,0
182,Matisyahu,Exaltation,30eUwpiUQoWM2VJ6bdBzPM,0.075,0.662,0.625,2.66E-05,5,0.613,-8.104,1,0.0512,90.534,0.586,0
183,Alice In Chains,Brother,1vUQ9c2G2YsZU7dYhAKMhf,0.557,0.405,0.365,0.00048,1,0.89,-10.927,1,0.0307,85.781,0.076,0
184,Eddie Money,Two Tickets To Paradise,22CIOfLZB9z8He7WgHYAgH,0.0056,0.623,0.68,0.000425,2,0.148,-13.255,1,0.0282,129.713,0.737,1
185,Christina Aguilera,Walk Away,7sBxoj9SBNKxVIcLiFxnwQ,0.523,0.432,0.421,1.80E-06,4,0.608,-6.053,0,0.102,152.358,0.116,0
186,Jaime Urrutia,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),5MF4eGH5DKYnq8LgPab3RZ,0.0229,0.497,0.985,0.00332,2,0.887,-3.172,1,0.0489,101.999,0.402,0
187,Kiprich,Dem a Talk,6pwEgPIiLhaubmZhjOR1w1,0.211,0.622,0.909,0,8,0.0823,-4.799,0,0.234,111.726,0.817,0
188,Goatwhore,Forever Consumed Oblivion,7wacuF6zZdef9i7YDoVs1F,1.40E-05,0.287,0.995,0.0492,10,0.162,-3.779,0,0.264,124.685,0.0646,0
189,Rita Chiarelli,Doggin' Around,6ICiKmzqqre3fSKfmkAcr3,0.804,0.395,0.336,0.000715,5,0.243,-8.031,1,0.0422,178.993,0.36,0
190,Facto Delafe y las flores azules,Enero en la playa (Edit),5vOaM72TmROHGgcWpa1OCI,0.798,0.684,0.5,0.661,2,0.175,-9.839,1,0.0333,94.363,0.348,0
191,Antonio Bribiesca,Anillo de compromiso,0EcBvuKa70TZXRtoP4BDed,0.936,0.64,0.283,0.89,7,0.0863,-13.575,1,0.0709,141.75,0.446,0
192,Franco,Motindo Na Yo Te,3Ld3y4YfHzMlbTPqyarZmI,0.757,0.871,0.85,0.000873,2,0.0652,-6.561,0,0.0722,89.217,0.98,0
193,Michael Jackson,HISTORY,1EdzLQKCE066beJkDfaagd,0.476,0.411,0.594,0,1,0.592,-7.74,1,0.14,92.35,0.453,0
194,Pinchers,For Your Eyes Only,1zAuZguXXGfrOPxrxYynsv,0.0322,0.617,0.672,0,10,0.164,-3.315,0,0.0494,79.196,0.542,0
195,3 Doors Down,Sarah Yellin',3TEAWiw3w0IAsoj4p3tJ7x,0.000105,0.521,0.873,2.68E-06,11,0.308,-5.206,1,0.0358,123.969,0.432,0
196,The Rapture,Killing,2fruvSNFF0yDdIUHtocnFR,0.00141,0.537,0.862,0.194,1,0.279,-8.115,0,0.0616,119.797,0.262,0
197,Horace Andy,Rastafari Prophecy,17xkV3UsWJBRqiW35vRmg6,0.00552,0.75,0.805,0.33,10,0.58,-9.178,1,0.106,151.412,0.579,0
198,Photo Atlas,Red Orange Yellow,4ZdJqHfV1w3TKngOnNIGwH,0.00014,0.261,0.853,2.85E-05,9,0.112,-5.34,1,0.0715,167.796,0.449,0
199,Shaggy,Alimony,0ZRzOLG4BbN6RK3X1YmSrp,0.068,0.796,0.898,0,10,0.0814,-7.375,0,0.163,89.969,0.939,0
200,Sade,Smooth Operator,1Hv1VTm8zeOeybub15mA2R,0.238,0.734,0.58,0.0006,9,0.0298,-6.619,0,0.0321,119.336,0.962,1
201,Arkona,Zalozniy,6fiIBJlj4wIrtzlUyQ9Wn3,0.000698,0.29,0.796,4.49E-06,9,0.72,-4.508,0,0.0542,159.963,0.199,0
202,Dinosaur Jr,On The Brink,13OggkoCanZSYFiovWltzn,0.00286,0.242,0.888,0.00516,7,0.197,-7.214,0,0.0663,109.807,0.612,0
203,Los Van Van,Consuelate Como Yo,2Fpijaat7YR2iuQDIQT2ks,0.365,0.534,0.765,0.0115,6,0.498,-5.499,0,0.091,96.488,0.708,0
204,Lara,Damit Du Dich in mich verliebst,7GRtgUiHrDbvZ6MLf4sQgE,0.792,0.667,0.593,0,2,0.281,-5.559,1,0.0251,82.023,0.495,0
205,Outerspace,Drive By Music,6nROEHFbNqJh92Ez2DSazh,0.242,0.791,0.821,0,8,0.11,-5.299,0,0.246,90.98,0.582,0
206,Gloria Lasso,Que Cosas_ Que Cosas,4wN9owZqDTycNZGbmCdNdX,0.991,0.653,0.154,0.506,10,0.088,-18.316,0,0.0584,123.911,0.463,0
207,Les Sexareenos,Ruby D.,1f66MAoL5oGTpmACterXJ9,0.261,0.385,0.977,6.01E-05,11,0.397,-6.345,1,0.056,96.408,0.923,0
208,Defect & Quixotic,WristStraining Order,5nAnGsNuJuPJAUba0oNQcL,0.0269,0.489,0.92,0.132,8,0.152,-5.066,0,0.349,100.935,0.734,0
209,Rockin' Dopsie_ Jr.,Down at the Mardi Gras,1pJ3wkUyVt0ZzMRqvvpdlG,0.137,0.536,0.823,5.09E-05,7,0.0257,-9.019,1,0.0785,100.035,0.961,0
210,Bad Azz,Ghetto,5oPqsivHuvf1AtqOS7vpJx,0.0044,0.712,0.747,0,11,0.0764,-4.376,0,0.266,179.683,0.373,0
211,Sir Douglas Quintet,She's About A Mover,5bveD2SoLJh6JPDyY9mfDJ,0.193,0.65,0.715,1.85E-06,4,0.0495,-9.923,1,0.0299,88.944,0.88,1
212,Ray Conniff,Popsy,0CclsuRTDi5MfodBmJ0j8a,0.805,0.609,0.44,0.834,0,0.328,-8.435,1,0.0271,82.453,0.937,0
213,Major Lance,Come See,7zMN7kB99o6zAbvDCoLoaD,0.686,0.804,0.608,0,6,0.0353,-9.05,1,0.0361,119.611,0.894,1
214,Kitty Wells,This White Circle,2V7XvxLCx10j7BMOigBBUU,0.769,0.566,0.461,0.0194,7,0.284,-7.374,1,0.0288,125.777,0.626,0
215,Static-X,Love Dump (Demo Version),5rzTNHw2BHty2xtUZWjLPC,0.000308,0.643,0.97,0.793,1,0.941,-4.478,1,0.112,129.93,0.498,0
216,Chris Standring,Fat Tuesday,4QRaOYHIsjumIxWTHsiuPE,0.0642,0.82,0.539,0.49,0,0.0541,-9.416,1,0.034,111.001,0.848,0
217,The Panic Channel,Awake,0DBKFaXqpU8KbTA450Z6cu,0.000114,0.501,0.952,0.216,9,0.114,-3.283,1,0.0606,147.911,0.485,0
218,Bad Azz,When You See Me,5W3wphA84tcJFbC4IputUF,0.415,0.551,0.78,0,1,0.319,-5.097,1,0.371,97.139,0.786,0
219,The Galactic Heroes,Cherokee,2uwLZYGhTy9tE1keREi6rj,0.0705,0.305,0.645,0.0153,9,0.282,-10.082,1,0.0643,187.13,0.898,0
220,El Gran Silencio,Recordar Es Vivir,33rFIUbYd6r3nhRQKDPuIg,0.287,0.848,0.648,9.91E-06,10,0.456,-6.001,0,0.0599,115.029,0.697,0
221,FU-Schnickens,Heavenly Father,1wuB5Lx4rWIYuzLWcYnS7G,0.014,0.808,0.517,8.32E-06,1,0.113,-12.659,1,0.184,102.752,0.396,0
222,Rocker-T,One Million Matches,2JCx7zObjBvDStn0mGVu52,0.296,0.842,0.941,0,1,0.286,-7.341,0,0.125,74.958,0.973,0
223,Firehouse,Rock On The Radio,5O0GElfKOTJYHH1xsldWmp,0.000132,0.534,0.787,0.0025,1,0.366,-10.579,0,0.0429,83.896,0.319,0
224,Perrey And Kingsley,The Minuet Of The Robots,6pQOhKo1LSwk2KhmbcZ3Jq,0.411,0.915,0.827,0.186,2,0.196,-11.681,1,0.0993,126.015,0.946,0
225,Cats In Boots,Shotgun Sally,18n5kMWdrmrEOuh9Qnh2Wf,0.00324,0.278,0.949,0.0089,8,0.418,-5.295,1,0.079,167.358,0.512,0
226,Maurice Larcange,Je T'Appartiens,6JTTkxSTbmgKrRPgedxvYV,0.204,0.175,0.348,0.051,0,0.738,-11.734,1,0.0375,169.028,0.134,0
227,Youves,Another Djemba Djemba,4J40RpfA6twEKV6AtA2Omz,2.54E-05,0.64,0.846,0.643,11,0.111,-6.43,0,0.0439,134.134,0.686,0
228,Freddie King,Hide Away,1wPUZQCJhvCyOlEZIqSd5x,0.306,0.626,0.503,0.0778,9,0.128,-15.546,1,0.0385,131.117,0.816,0
229,Wild Horses,Let It Bleed,0Yk33BQ0XSWvoyndfq7VOB,0.00257,0.585,0.586,0.864,0,0.117,-8.575,1,0.0307,112.018,0.562,0
230,Francis Dunnery,Grateful & Thankful,6wiWsnhdkT7ASVKLjQYoBL,0.312,0.5,0.742,0,5,0.336,-5.46,1,0.0437,126.295,0.661,0
231,Marcie Blane,After The Laughter,6SiQTiUPUONsHTk6U0Zngf,0.824,0.534,0.444,1.20E-06,0,0.141,-8.065,0,0.0289,103.065,0.449,0
232,Twista,Pop Pop,70yy2LITzwomb4J7UbTQa7,0.171,0.885,0.637,0,10,0.286,-9.783,0,0.42,127.938,0.858,0
233,Slum Village,CB4 (Instrumental Mix),1F3hMIVQzArcGHXl2Zrs6w,0.436,0.772,0.493,0.837,2,0.144,-8.235,1,0.0638,94.717,0.722,0
234,4Him,Freedom,0sKMNyjlrkeyqwAvI2xGNj,0.125,0.666,0.769,0,4,0.0749,-10.739,0,0.0421,91.148,0.707,0
235,JERRY WALLACE,You'll Never Know,7eSoZSE1odcCxpgsZEvEsz,0.914,0.421,0.285,7.62E-05,9,0.141,-11.461,0,0.026,73.431,0.246,0
236,Morgion,Basking Under a Blacksun Dawning,0CZR8yshPIm6TY3Es8RTsb,8.43E-05,0.179,0.726,0.715,5,0.114,-7.467,1,0.0433,96.295,0.127,0
237,David Meece,Touch My Hand [Remastered],0s1tpvgKfbEDSjrJby9TMJ,0.251,0.423,0.264,0,11,0.118,-13.293,0,0.0313,77.605,0.17,0
238,Danny Wilson,Never Gonna Be The Same,14jAgC6kvIbRwX6J7enWTq,0.659,0.647,0.411,3.87E-05,11,0.189,-11.806,1,0.0291,91.176,0.827,0
239,Steve Vai,Brother,5JHC79SgRaDL2dgwuTAKS1,0.534,0.5,0.528,1.00E-05,5,0.135,-7.46,1,0.0305,113.847,0.217,0
240,Vanessa Daou,Evening,5t4sCpGfhICILq7eORaa0o,0.212,0.686,0.519,0.00534,1,0.112,-12.253,1,0.0405,144.91,0.355,0
241,Laidback Luke & Diplo,Hey!,0XBq2JKzQkMpF9tC6jkDwH,0.000274,0.951,0.599,0.718,7,0.0641,-7.016,1,0.275,126.009,0.354,0
242,Moon Mullican,What's The Matter With The Mill,4SeTpQetUrHaRZG53Rnsku,0.946,0.788,0.47,0.000482,5,0.079,-12.01,1,0.0382,91.699,0.965,0
243,Burning Spear,Civilized Reggae,2jQ3PdDGSqlrQHSyABTe5r,0.00141,0.838,0.412,0.0298,11,0.115,-13.999,0,0.116,125.685,0.638,0
244,Wes King,Cover To Cover,7w6w4uBF54tlETmq3JsnbS,0.0174,0.703,0.63,0,7,0.298,-7.832,1,0.0304,118.185,0.766,0
245,Los Del Rio,Macarena,4oaj36KzXRgDg4McgcTsZK,0.422,0.927,0.721,4.36E-05,8,0.0422,-12.561,1,0.0908,103.018,0.965,1
246,Jefferson Starship,Let me fly,2wPNAiO5Wwx5Mc05vdMyUY,0.0643,0.421,0.732,2.57E-06,2,0.7,-11.702,1,0.0563,130.251,0.647,0
247,Joe Satriani,Midnight,1ukRyVJ6HxDUeDrp9K9ak6,0.77,0.454,0.449,0.72,4,0.175,-12.272,0,0.0486,162.207,0.155,0
248,Utopia,Magic Dragon Theatre,2MVKxHIuhGij7fpPNKSxQx,0.825,0.652,0.465,0,5,0.168,-11.943,1,0.0285,98.467,0.488,0
249,Wolfmother,Dimension,7k5Gji7TdalcU7p0RjIaii,0.0186,0.484,0.749,0.0099,11,0.436,-4.17,0,0.0327,142.165,0.613,0
250,Suicidal Tendencies,It's Going Down,4Xu6pv1FcrMa2JJHJt2iLo,0.000136,0.355,0.961,0.00637,9,0.129,-6.309,1,0.126,164.874,0.261,0
251,Schoolyard Heroes,I Want Your Soul For Christmas,07ZdhHzMKKcXcZuP3lqXMF,0.0035,0.568,0.881,0.00131,2,0.131,-6.557,0,0.057,131.931,0.388,0
252,Malkit Singh,Nach Ke VEkha Bhabhiyie,1tGiYvTvKcYoYx0POdpDQC,0.17,0.619,0.799,0,5,0.151,-6.988,1,0.119,80.919,0.969,0
253,Mississippi Mass Choir,It Came To Pass (Part II),7jyX0RC4ALyYR1kKpIO9b2,0.505,0.519,0.544,0,10,0.347,-19.352,0,0.296,115.817,0.281,0
254,ColdWorld,Schmerzensschreie,5HEGQP2892DmzXLQsgzowf,0.2,0.255,0.429,0.92,2,0.106,-5.255,0,0.0834,135.161,0.0376,0
255,Shriekback,Running On The Rocks,19zEsUUGNxjZeIAtf8KzaR,0.000177,0.435,0.635,0.135,5,0.229,-13.687,1,0.045,118.393,0.54,0
256,John Tchicai,Faroe Cave Song,5ZqY3GEXWtCGjPkZfzDPv8,0.0597,0.431,0.502,0.869,4,0.59,-27.991,1,0.0924,114.987,0.286,0
257,Bert Kaempfert,Cha Cha Brasilia,6DI27DJwyKSRrajKryEgg4,0.175,0.903,0.803,0.454,10,0.0848,-8.864,1,0.0591,122.436,0.978,0
258,The Ruby Suns,Function Of The Sun,77U6EPgM6zDIecjF8Vsbir,0.661,0.541,0.525,0.758,7,0.112,-8.878,1,0.0455,84.962,0.312,0
259,Luke Bryan,What Country Is,4VYLBtOHx9WYSFXHYnzVbN,0.0932,0.562,0.772,0,10,0.0873,-4.068,1,0.0362,148.126,0.77,0
260,2 Minutos,Vos No Confiaste,1lhgSeVGeGFRGrJoxkNTXC,0.000417,0.414,0.978,0,7,0.128,-3.63,1,0.0815,115.804,0.615,0
261,John Mayall & The Bluesbreakers,Blues City Shake Down,4ECyymKHEIDbeXV5vPzOD6,0.549,0.579,0.565,0.977,4,0.139,-11.313,1,0.0297,132.698,0.955,0
262,The Fabulous Thunderbirds,Why Get Up,2chsLk0JdDfhKI2289DUnd,0.317,0.722,0.681,3.65E-05,10,0.159,-12.804,1,0.0296,125.71,0.966,0
263,Mike Brooks,Woman of Shiloh,0qe1PcYSxq6yCqOVmOaor0,0.322,0.835,0.408,0.00335,11,0.11,-11.739,1,0.222,139.21,0.727,0
264,The Fabulous Thunderbirds,When I Get Home,709iG5Yx9UQyi8faAyGbkc,0.389,0.506,0.346,0.000107,10,0.0515,-11.902,1,0.0386,133.453,0.628,0
265,Wailing Souls,I Am a Rasta Man,23Xbks45YE2O38eLqFD1JL,0.338,0.899,0.23,1.31E-06,10,0.0461,-16.833,0,0.204,130.358,0.824,0
266,Kathy Mattea,The Southern Soldier Boy,7pT8sWo7HaYlMPDBYt0dLo,0.786,0.483,0.269,0,11,0.181,-12.193,0,0.0276,96.914,0.413,0
267,This Moment,Bon Demain,4tpT2hlLD2V7yf1PpUZNFM,0.000132,0.334,0.828,0.0248,7,0.207,-7.297,1,0.0485,115.642,0.344,0
268,Greg Vaccariello,Mom's Phone,5Xo6KXFkwONI6EVJ19HbwV,0.375,0.451,0.682,3.70E-06,1,0.66,-11.234,1,0.898,79.274,0.385,0
269,Symphony in Peril,Inherent Scars,7HaYNqQdeRsUULuTNabSWP,0.00104,0.496,0.658,0.754,11,0.116,-6.425,0,0.0371,99.986,0.0388,0
270,The Perrys,He's Leading The Way,6ZpkJWb0FXCXSJKTGRKdfc,0.177,0.74,0.881,5.41E-06,4,0.089,-7.654,1,0.0459,107.919,0.785,0
271,J.C. Lodge,Dub It,0eK4V2Vm4Cr0PJDm5YEjdi,0.189,0.731,0.458,0.145,9,0.057,-11.43,0,0.0554,76.261,0.809,0
272,Usher,Trading Places,5yC7WplXvhIHsp8NBYV5dT,0.000153,0.696,0.643,1.03E-05,0,0.156,-5.218,1,0.0447,146.005,0.332,1
273,Gary Moore,Nothing's The Same,4JUg5TewzYIaK7PLyTX8Id,0.699,0.207,0.201,0.279,9,0.199,-17.184,0,0.0304,168.194,0.0787,0
274,Ronny Eriksson,En fet man,28zSVkKwYLIuWE5D9OqmxU,0.884,0.634,0.462,2.27E-05,8,0.316,-13.411,1,0.656,106.175,0.728,0
275,Spiral Stairs,Stolen Pills,6fuDRyku7gEgQcPSYESYu4,3.75E-06,0.2,0.966,0.263,3,0.199,-5.717,0,0.0546,152.514,0.914,0
276,John Mayall,Now I Got A Woman,3tLitpCG4fGTPLEqUw7GZs,0.401,0.779,0.64,0.118,2,0.215,-6.697,0,0.0394,147.283,0.961,0
277,Attack Attack,Outro,5FmCJ7Bj7DZyCwes8Pqzes,0.993,0.545,0.131,0.892,1,0.0985,-19.692,0,0.0399,100.06,0.0535,0
278,George Lopez,Memmer?... U Memmer!,3jeY9g0RJi9TLPWLoA1KVy,0.87,0.48,0.643,0,5,0.912,-14.715,1,0.949,78.416,0.391,0
279,Les Ogres De Barback,Flamme & co,4UWnxIBEJ1XVLDQIKJHwES,0.862,0.564,0.381,0.000503,2,0.0968,-9.999,0,0.0358,132.088,0.333,0
280,Roy Rogers,My Chickasay Girl,3dteBmMl19O1yOq74REO6N,0.993,0.57,0.324,0.016,0,0.272,-12.647,1,0.163,202.291,0.858,0
281,Brent Lamb,All The Difference In The World,2LNWaRbFBlFvYmTuFSi83x,0.0836,0.683,0.492,0.000682,7,0.0982,-10.72,1,0.0286,109.998,0.627,0
282,Vodka Collins,See You Comin',0CZ7vhOdh8x6TI03SnKuLk,0.351,0.462,0.896,0.0106,0,0.669,-4.842,1,0.0407,142.836,0.836,0
283,Coffinberry,Welcome To Hell,6c2Wms8r0N8z1U4DtsMwhs,0.207,0.304,0.664,0.0149,4,0.113,-11.206,0,0.0295,152.201,0.331,0
284,Lonnie Brooks,Mama Talk To Your Daughter (take 2),0LZUgeO42AdWPJKkLmIORm,0.599,0.722,0.632,0.0288,0,0.102,-5.156,1,0.0286,135.933,0.802,0
285,Joe Rogan,Telepathy/Ted Haggard Got Cured of the Gay,6EHiD6u2N1WH2GmorUdrcE,0.721,0.59,0.961,0,6,0.916,-2.587,0,0.836,88.165,0.414,0
286,Janitor Joe,Boyfriend,4LFk87QbSB7qvJih1uoDTu,1.70E-06,0.187,0.865,0.876,7,0.142,-13.103,1,0.0372,160.807,0.609,0
287,Mastodon,Megalodon,1rLDTmI8quVUsGy9mzrXBx,3.50E-06,0.268,0.982,0.873,2,0.137,-6.778,1,0.0543,131.2,0.366,0
288,I Wayne,Grow Proper,5HeiuoWofRrWhTZSPwX5iL,0.255,0.735,0.7,0,4,0.0699,-4.991,0,0.317,168.897,0.737,0
289,Jazzy B,Soorma,603MrTI9TNZOfj7ZSj5TDL,0.391,0.704,0.793,4.06E-05,7,0.686,-6.757,1,0.302,77.964,0.806,0
290,Brenda Boykin,Be My Lover,2efsz7hQgvBkPNhasBZXaW,0.339,0.841,0.592,0.000335,1,0.356,-10.532,1,0.0509,130.043,0.792,0
291,Roger Reynolds,Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward...,41V7y581gelLTFEvnMeKRs,0.961,0.265,0.00662,0.134,7,0.117,-30.429,1,0.0535,101.972,0.0345,0
292,Erik Berglund,Angel Of Heaven's Gate,0iXrBeIlJD0R7kBPrUDyw3,0.987,0.274,0.101,0.692,3,0.169,-22.883,1,0.0319,95.517,0.0786,0
293,The Del McCoury Band,Asheville Turnaround,3AY6YPnTHAAiXLWStcoGho,0.567,0.575,0.585,0,0,0.115,-8.054,0,0.0576,178.378,0.888,0
294,Ketty DB,Spacer,7KNruemZr9NoVPFYp4nKg0,0.43,0.871,0.417,1.71E-05,9,0.0508,-11.262,0,0.0629,129.993,0.909,0
295,Jeff And Sheri Easter,Morning's Coming,4jXo6VKymybmroOlMVAahZ,0.055,0.645,0.82,0,9,0.111,-5.746,1,0.0399,110.016,0.434,0
296,SOJA,Watch Them,40eQ5CCrddvAi5ZIdQBXOt,0.0131,0.776,0.524,0,0,0.147,-9.635,1,0.0905,124.577,0.484,0
297,Jim Reeves,I Guess I'm Crazy,4GPbOUUbitW3e6aEVccrhf,0.761,0.497,0.261,0.000291,4,0.363,-13.869,1,0.0273,93.636,0.616,1
298,Sonic Subjunkies,Backlash,2r1snUU2CfucTSrBSCjlhl,0.555,0.398,0.965,0.0102,9,0.671,-11.205,1,0.423,89.974,0.116,0
299,Toots Thielemans,Sophisticated Lady,6zP05qi8p91eUjqzVeRRnl,0.786,0.468,0.51,0.534,8,0.211,-7.501,1,0.0504,67.171,0.539,0
300,James Newton Howard,Voices,5iFvkBPeq16ntuDXQXVD6g,0.0699,0.222,0.227,0.78,9,0.0789,-14.035,0,0.032,91.183,0.0325,0
301,Les Hou-Lops,Pour toute la vie,1kwzuUYYHmTgH8qYXpRzbf,0.0599,0.732,0.683,0,1,0.184,-6.814,1,0.0277,102.346,0.951,0
302,Tom Cochrane,Washed Away,4EeOCXkDOlMR9lcXxF84UJ,0.345,0.635,0.746,0,5,0.295,-4.774,1,0.0343,88.072,0.759,1
303,Dead Kennedys,Kill the Poor,3PraFkxThh80PiD685IzWC,0.212,0.27,0.973,0.00204,2,0.346,-3.219,1,0.0725,105.292,0.443,0
304,Thriller U,Memories,6ixYZcdbDHv6mkCSFziQm0,0.0164,0.844,0.433,6.58E-05,0,0.219,-13.233,1,0.0372,89.664,0.867,0
305,R.L. Burnside,Over The Hill,18nPac7mRoIBkljdses0TI,0.867,0.543,0.304,0.00169,3,0.402,-7.796,0,0.0474,97.74,0.65,0
306,The Cars,Drive,3wfujdbamR3Z46F4xav7LM,0.124,0.582,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,0.504,1
307,Lennie Tristano,317 East 32nd,5p1uKMjQmzNgYEEkkgmH9v,0.949,0.508,0.245,0.676,0,0.104,-16.003,1,0.0398,81.525,0.311,0
308,Alex,Cumpagno 'e cella,6m7LVAVspZiPILf5x2m52C,0.304,0.629,0.595,5.28E-05,2,0.271,-11.233,0,0.0562,98.977,0.389,0
309,Tim Wilson,Naked Enough,2GjBbIlc0x2ECljvbFfx1v,0.728,0.69,0.565,0,7,0.081,-5.163,1,0.033,137.967,0.815,0
310,Salt The Wound,The Beginning,3ON7uFPiZBLhShbn1JTWCa,0.00045,0.394,0.927,0.827,10,0.161,-9.902,1,0.0828,145.015,0.304,0
311,Rocio Jurado,Paloma Negra,0ZGoRQ8f8IAp28mktmMtOF,0.692,0.432,0.329,3.83E-06,3,0.0976,-7.237,1,0.0347,123.439,0.263,0
312,Cut Copy,Future,1L44XODDvPjK4Tl9airKLy,0.088,0.681,0.879,0.33,9,0.113,-8.976,0,0.0388,119.494,0.658,0
313,Twinkle Twinkle Little Rock Star,Jamming,3pBDA8tK0zkNF6q0d0rjy4,0.508,0.658,0.171,0.493,7,0.105,-18.215,1,0.127,171.046,0.516,0
314,Lexi,Dial Me,4LowqjDe66cBGGltfPXxew,0.695,0.708,0.0551,0,0,0.127,-24.757,0,0.881,114.242,0.297,0
315,Yahir,Pasa el tiempo,0mhKGrgbHoofG2vI4Cv70G,0.781,0.612,0.34,0,9,0.126,-8.228,1,0.0282,128.024,0.184,0
316,Small Faces,It's Too Late,73jdL8EmdH6DJmxXhZ7grG,0.5,0.465,0.867,6.03E-06,2,0.0744,-3.82,1,0.0637,125.026,0.701,0
317,Steinski,Hot Spot (Terrible Love Mix),12BKt4Pf2FIfUGE9zQN1kZ,0.00248,0.893,0.57,0.000405,1,0.0587,-13.036,1,0.277,92.662,0.63,0
318,George Lopez,Memories,0yJjUa3wB9L96nOu86jkf3,0.905,0.383,0.697,0,11,0.892,-14.538,1,0.945,74.765,0.41,0
319,Jo-El Sonnier,Broken Hearted Side Of New Orleans,5myarg2DO2qqBHp9D7WPZV,0.154,0.559,0.408,0.00116,4,0.175,-9.106,1,0.0331,72.621,0.183,0
320,White Heart,Edge Of The Dream (Emergency Broadcast Album Version),1UZbE63mMVUe5ql4fk1UjT,0.0808,0.646,0.511,0.000979,5,0.203,-12.571,1,0.0383,81.438,0.604,0
321,Tommy Sands,Sing Boy Sing,4PAKc8YjZKPnuJf4s2tLrz,0.723,0.542,0.635,0,8,0.191,-9.839,1,0.0873,96.599,0.382,0
