Artist name_x,Title_x,spotify_id,has_lyrics,flesch_ease,gunning_fog,flesch_readability,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
The Cure,Cut Here,0G60jNf46uF8sxNoLN0TY5,1,114.83,2.92,-1,0.00801,0.623,0.909,0.0153,2,0.223,-3.278,1,0.0414,134.991,0.879,0
Baby D,Let Me Be Your Fantasy,5NrSz7dRurN8VjHpFuRgph,1,106.57,3.74,0.2,0.0714,0.633,0.834,0.0921,4,0.36,-11.86,0,0.0409,134.956,0.355,0
P.O.D.,Ya Mama (Palm Springs Demo),1NDMh28OqPmlAtizSFL4Pb,1,107.18,3.88,-0.2,1.73E-05,0.261,0.909,0.00185,1,0.365,-5.306,1,0.0567,180.177,0.42,0
Buju Banton,Searching,1Z4tL30fmwgXe16lER36Tb,1,99.33,2.7,0.9,0.206,0.723,0.87,0,2,0.214,-7.348,1,0.185,172.828,0.854,0
Dark Fortress,Ghastly Indoctrination,7fKeQYclyDfOl61GiBYRDt,1,99.12,4.98,0.9,2.20E-05,0.332,0.813,0.812,1,0.203,-8.311,1,0.0998,115.36,0.0398,0
Teenage Fanclub,The Sun Shines From You,1ysr7r6Tbw6CIsOFGYcxuI,1,114.93,3.31,-1.1,0.00102,0.539,0.902,0.383,8,0.213,-9.214,1,0.0326,127.616,0.886,0
L7,This Ain't Pleasure,7rkcxJBUJ7uQVXy64waN6n,1,110.12,3.11,-1.3,4.68E-06,0.279,0.923,0.63,2,0.0819,-9.529,0,0.0612,171.71,0.368,0
Jimmy Hughes,Neighbor_ Neighbor,6DfQ5isWcsabpShWiMhBpP,1,97.91,2.92,1.4,0.442,0.912,0.646,2.28E-05,2,0.0612,-5.932,1,0.0398,122.167,0.962,0
Stevie Ray Vaughan And Double Trouble,Mary Had A Little Lamb,0nFZ2HQRnIxiwraCm2X6Uq,1,116.86,2.12,-1.8,0.0882,0.678,0.493,0.153,8,0.264,-13.782,1,0.0302,122.627,0.914,0
Doug MacLeod,The Sun Shine Down My Way,0GJILqKzCOr9VarS8AVnIz,1,113.81,3.32,-0.7,0.777,0.518,0.193,0.0141,2,0.105,-9.062,1,0.0515,169.181,0.211,0
Radio Moscow,Broke Down,3wD81fRr3yH7sOmVpNm6eS,1,125.62,2,-3.1,0.00445,0.386,0.875,0.00175,0,0.24,-6.823,1,0.101,75.896,0.792,0
Margaret Becker,Look Me In The Eye,1cCZkOfdukJUsr8PPyiNRl,1,117.26,2.28,-2,0.409,0.512,0.573,2.37E-06,4,0.073,-10.107,1,0.034,75.926,0.42,0
Incubus,Just A Phase,6hoP7up3HF7z4A9SrIBRZE,1,116.96,3.63,-1.9,0.15,0.611,0.563,0.547,9,0.539,-7.722,1,0.0291,108.002,0.0938,0
Michael Jackson,Just A Little Bit Of You,5u4kX7qmMLc4qN8xfr0pT9,1,106.16,3.19,0.3,0.57,0.735,0.673,0,8,0.0887,-9.703,1,0.0343,110.15,0.919,1
X-Raided,Fuckin' Wita Psycho,6qHoezuoK8k4z8qJIpL8ly,1,103.83,4.32,1.2,0.0313,0.87,0.833,0,1,0.109,-6.225,1,0.279,89.448,0.784,0
Joy Division,Passover,6SnD5dJk06mhNQvvF270cw,1,98.21,4.64,1.3,0.0495,0.773,0.577,0.0154,9,0.0543,-11.936,1,0.0419,127.977,0.941,0
Devo,Soo Bawlz,53RFFxrg3Q8kFKYEkUOQLm,1,100.44,2.12,0.4,0.0781,0.754,0.784,0.00553,9,0.174,-7.278,1,0.104,155.348,0.615,0
The Frantic,Rock & Roll Renegade,13QMj61Cf0Co5Lh6CtBEIz,1,106.57,3.03,0.2,0.000807,0.528,0.953,1.73E-05,9,0.376,-4.685,1,0.109,112.088,0.498,0
The Black Crowes,Sting Me,134cGRMQbwEn7XQcSBFvkm,1,107.38,4.63,-0.3,0.00563,0.55,0.975,0,0,0.122,-3.774,1,0.0656,129.296,0.56,0
The Almost,Little Drummer Boy,22rBktERctuWCLmnV51Td5,1,122.58,3.2,-1.9,0.0248,0.654,0.708,0.000201,7,0.0941,-7.486,1,0.0465,164.057,0.463,0
Dee Clark,You're Looking Good,0mHeCqDhYLvvP3lH8qWIWC,1,109,2.83,-0.9,0.516,0.637,0.454,0,2,0.122,-15.357,1,0.0514,106.004,0.743,1
Nick Colionne,If You Ask Me,22TCCyuszPKn5ZBOtYuHYR,1,116.65,2.34,-1.7,0.369,0.697,0.787,0.803,11,0.302,-6.946,1,0.027,101.99,0.937,0
Beherit,Werewolf_ Semen And Blood,4nSLf09tDZaWTPKX61CR3D,0,0,0,0,0.00046,0.22,0.76,0.911,5,0.242,-12.647,0,0.119,141.425,0.0948,0
Rihanna,Music Of The Sun,3vPkkIsaQ5NqOqvj7Ht8kR,1,96.89,3.32,1.8,0.112,0.535,0.643,0,0,0.281,-8.182,1,0.155,171.884,0.632,0
Kanye West,Street Lights,6j8gTlbhj9KJSeypNcNAS9,1,105.76,3.33,0.5,0.0287,0.644,0.487,0.0166,6,0.206,-9.654,1,0.034,125.528,0.467,0
Usher,I'll Show You Love,1uQtVXwktqrzxofWpGZYVU,1,115.94,2.48,-1.5,0.102,0.658,0.747,0,11,0.0402,-7.905,0,0.0459,90.206,0.698,0
Y&T,Black Tiger,1QH8MG6wU96E9Fcr03XECV,1,117.16,2.7,-1.9,0.000344,0.302,0.92,0.00267,4,0.384,-4.952,0,0.147,166.807,0.417,0
Kings Of Leon,My Party (Kenna Remix),2opP9I9qyAQZF68ecuHIne,1,104.64,3.6,0.9,0.0224,0.886,0.775,0.00794,6,0.0614,-6.158,0,0.0756,127.02,0.879,0
Pentangle,Hole In The Coal,6Tz9hlZY2xpb5WXq9eCZtT,0,0,0,0,0.569,0.493,0.441,0.753,7,0.191,-14.976,1,0.0416,118.144,0.652,0
A Tribe Called Quest,Scenario,0301nLjG0ti26rx5ZmfqtP,1,105.76,4.04,0.5,0.112,0.795,0.6,0.000171,2,0.111,-14.004,1,0.341,101.78,0.633,1
Placebo,Evalia,4jIxCQKG8I2o6X4n9vhRsD,1,107.48,3.13,-0.3,0.0109,0.589,0.555,0.00194,6,0.683,-10.829,1,0.0357,97.739,0.6,0
Backstreet Boys,The Call,1mxTCArq9EhSg4QPGqhjhT,1,104.84,3.52,0.8,0.117,0.696,0.874,0,10,0.331,-3.318,0,0.0772,104.196,0.747,1
Frankie J,Gone,1wDwGUn33OYbZBLWWCNTFp,1,106.97,3.36,0,0.0595,0.72,0.358,0.000853,0,0.21,-7.096,1,0.0297,117.91,0.325,0
Mariah Carey,Mine Again,38eXybknveyZKLQVA9vMps,1,107.48,3.15,-0.3,0.684,0.692,0.334,5.53E-06,7,0.117,-9.106,0,0.063,131.896,0.364,0
Joe Satriani,Just Like Lightnin',4DaX7yJUcQXeVejZefWddU,0,0,0,0,0.00127,0.587,0.633,0.507,0,0.108,-5.791,1,0.0343,191.834,0.36,0
Buckwheat Zydeco,Hot Tamale Baby,6weNMs1Lms9cUz3xqan0mu,1,125.82,1.92,-3.2,0.0354,0.549,0.987,0.364,10,0.0561,-10.788,0,0.0424,122.609,0.706,0
Everyday Sunday,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),5Wc74mamP9a6poVwMU8w4C,1,106.16,3.2,0.3,0.000153,0.485,0.884,0,8,0.331,-3.821,1,0.0507,169.968,0.628,0
Jeff Beck Group,Ice Cream Cakes,53qL2a21i7s8ayGDwP8qZ1,1,115.94,2.76,-1.5,0.201,0.419,0.702,0.0222,7,0.0437,-9.767,1,0.0573,146.823,0.781,0
Suzi Quatro,Mama's Boy,0aDxdH1oe5ANivZZRsw0OV,1,98.11,3.62,1.3,0.00109,0.397,0.978,0.38,4,0.062,-6.023,1,0.0911,168.682,0.756,0
Kings Of Leon,Genius,3iUUve7vVMnS4zHLWpv3mh,1,95.77,4.73,2.2,0.0275,0.442,0.83,0,7,0.218,-5.978,1,0.0478,125.554,0.506,0
Michael McDonald,Nowhere To Run,148qBGyh7UTRcG2sLugvPe,1,126.33,1.72,-3.4,0.0337,0.748,0.822,0,0,0.321,-4.097,1,0.0403,128.999,0.819,0
Nine Inch Nails,Survivalism,6iuRL2eQNTNQ2trVdbBYsE,1,95.27,5.65,2.4,0.000892,0.618,0.675,0.216,9,0.133,-5.723,1,0.0679,129.983,0.354,1
Eminem,Beautiful,1HR2CTi0ytRJIcik1QKdOa,1,114.62,3.34,-1,0.251,0.727,0.696,0,5,0.0726,-4.472,0,0.0706,132.077,0.467,1
X,All Over Now,6fLTxkL2wgC40fBM6IIe7r,1,108.29,2.65,-0.6,0.0239,0.603,0.689,3.27E-06,0,0.33,-10.729,1,0.0304,99.088,0.761,0
Neon Blonde,New Detroit,1MY4bd4nQnFWn22FVCgw3D,1,99.53,3.1,0.8,0.0866,0.249,0.773,9.89E-06,7,0.106,-5.053,1,0.0402,139.515,0.489,0
Jerry Goldsmith,The Keys,0rLKQTH3NNeVVju83zJpDa,0,0,0,0,0.625,0.221,0.178,0.967,8,0.106,-27.841,1,0.0538,124.62,0.116,0
Korn,Proud,0YDVWdAuSTqrFqpfEIugT1,1,115.94,2.48,-1.5,0.000299,0.349,0.971,0.0231,2,0.381,-3.62,1,0.196,118.076,0.371,0
Robert Palmer,Love Can Run Faster,2g1mRG3cPzVdtJBRX5GeAw,1,116.65,2.53,-1.7,0.384,0.842,0.394,0.0543,7,0.0652,-17.964,1,0.043,119.389,0.891,0
Matisyahu,Refuge,6jYQ5buR4TCogmmJlvye3M,1,104.54,4.17,0.9,0.117,0.484,0.59,1.79E-06,4,0.886,-8.617,0,0.135,84.009,0.499,0
Dave Brockie Experience,Slips Of Paper,2sPObb4YriYNPF79lHee9d,1,84.44,2.08,2.5,0.00479,0.527,0.797,0,1,0.0591,-6.28,1,0.0733,138.164,0.613,0
Ashton Shepherd,Old Memory,3E0V79VFOfVguaP82twvKY,1,106.87,2.93,0,0.635,0.492,0.398,1.26E-06,3,0.121,-5.355,1,0.0293,129.04,0.164,0
Charley Pride,Let The Chips Fall,3K9yNZIZpvyaww5GgdFP53,1,102,4.89,1.9,0.637,0.538,0.342,0,5,0.157,-11.323,1,0.0272,100.975,0.582,0
Vangelis,Procession,1aV7qbJhZ6Yb0GhckUbMmS,1,77.57,7.6,7.2,0.0577,0.528,0.354,0.225,2,0.0929,-18.476,1,0.0307,59.883,0.226,0
Elizabeth Cotten,Freight Train,5UlokrsKgBObpODBXwTW0B,1,114.93,2.88,-1.1,0.979,0.397,0.203,0.193,10,0.106,-18.596,1,0.0292,103.885,0.489,0
Rubyhorse,The  First Of The Year,1RwfEDcHh0HOiLv5ZcR2B8,1,116.04,2.44,-1.5,0.765,0.421,0.365,0.0554,0,0.321,-11.782,1,0.0353,125.08,0.158,0
Connie Smith,I'll Come Running,7AM9VDxalLyDVQtWeWxCUk,1,97.64,6.36,3.6,0.675,0.616,0.613,3.46E-06,7,0.0657,-7.955,1,0.0458,130.039,0.942,0
Nick Cave & The Bad Seeds,Stagger Lee,3tPJiyCky7ILbEc3LezFkT,1,104.44,4.18,1,0.0514,0.499,0.564,0.000355,7,0.0828,-9.184,1,0.0423,154.093,0.659,0
Byzantine,Absolute Horizon,4zqZwAiI0xwNS4lsilabZ1,1,89.34,5.84,2.6,2.33E-05,0.261,0.97,0.0087,0,0.17,-5.378,1,0.124,98.884,0.146,0
Simply Red,Maybe Someday...,2t42hHtJw3CqpF5UJ0uV1H,1,104.84,3.93,0.8,0.225,0.578,0.516,0.0395,5,0.0734,-9.915,1,0.0279,167.181,0.528,0
Ayo,Life Is Real,2RKRPhfFYzGn79MJTVwHc8,1,116.35,2.32,-1.6,0.31,0.703,0.241,0.549,0,0.0927,-17.353,1,0.0962,149.961,0.157,0
Robben Ford,Spoonful,5vYxrYmTNq9U4KxqVEUs0d,1,108.09,3.26,-0.5,0.0185,0.528,0.879,0.114,11,0.877,-6.392,0,0.0967,126.099,0.639,0
Juana Molina,j Uh!,5fKPL3a8czjxPYXCA1QC9V,0,0,0,0,0.955,0.391,0.203,0.966,2,0.112,-19.947,1,0.0595,82.047,0.341,0
Janet Jackson,Interlude: Livin'...In Complete Darkness,20yzy0NAk2XSAU4OYXlKby,1,114.22,3.55,-0.8,0.907,0.246,0.257,0.0134,2,0.115,-19.405,0,0.0396,78.506,0.208,0
Eluveitie,(Do)Minion,71RsG4JALQhqijaAHuKEQ6,1,103.63,4.55,1.3,0.00118,0.268,0.995,0.0359,11,0.537,-4.582,0,0.14,109.946,0.0393,0
Ensiferum,Into Battle,5FPJo6nvvuaJdxe5jQxgSN,1,105.15,4.14,0.7,2.59E-05,0.518,0.921,0.811,11,0.105,-6.027,0,0.0433,104.974,0.265,0
Buzzcocks,Get On Our Own,2DIvv50yb83BGbZVEt5yyI,1,112.8,3.95,-0.3,0.00151,0.139,0.923,5.18E-05,6,0.0908,-6.672,1,0.0928,171.587,0.499,0
Cece Winans,Because Of You,2mcVTWPqxa2LVC8LJdD2xJ,1,116.55,2.46,-1.7,0.549,0.64,0.494,4.33E-06,0,0.124,-9.197,1,0.0404,121.92,0.31,0
Rickie Lee Jones,Just My Baby,54DnzHIeIDig5rBEYIOaj2,1,106.87,2.9,0,0.746,0.593,0.203,9.07E-06,10,0.0906,-13.932,1,0.0633,158.489,0.402,0
Steel Pulse,Ku Klux Klan,1ViW8CWCiUff8iwlSpeI1r,1,116.65,2.71,-1.7,0.0143,0.737,0.504,0,9,0.0543,-12.201,0,0.238,130.56,0.825,0
Backstreet Boys,Shape Of My Heart,35o9a4iAfLl5jRmqMX9c1D,1,114.93,3.32,-1.1,0.252,0.575,0.786,0,9,0.159,-4.353,1,0.0296,96.102,0.518,1
Fever Ray,When I Grow Up,2Hy2bQlZcLSxNY73CobvZx,1,116.25,2.36,-1.6,0.362,0.472,0.631,0.533,0,0.153,-9.66,1,0.0526,122.538,0.548,0
Toots & The Maytals,Sweet & Dandy,2EISedV2npKMtvygkykV2r,1,106.77,2.76,0.1,0.603,0.653,0.459,0,8,0.0536,-12.18,1,0.0369,146.296,0.986,0
Asleep At The Wheel,Let Me Go Home Whiskey,3WphM04Z51fiK0CbHuUNeT,1,114.52,3.28,-0.9,0.811,0.629,0.376,0.0025,9,0.0717,-15.606,1,0.0623,142.997,0.55,0
Amoral,The Last Round,7HPxW84W9xdkaXJpgvGOTy,1,97.6,3.79,1.5,6.16E-06,0.252,0.917,0.826,7,0.142,-5.599,1,0.107,106.476,0.296,0
L.A. Guns,Magdalaine,09mCZcm3gXwXLmKQtDMnZF,1,92.49,3.43,1.4,0.002,0.251,0.771,4.80E-05,1,0.0683,-13.096,1,0.0605,156.599,0.361,0
Kool Moe Dee,Knowledge Is King,6tGtBvK6DezcjbtUxXGyxe,1,97.6,4.52,1.5,0.137,0.847,0.828,1.53E-06,6,0.101,-12.497,1,0.0795,125.764,0.451,0
Los Fabulosos Cadillacs,Noches Arabes,7ujsLVJuY8RhKDk6KzIsMr,0,0,0,0,0.031,0.78,0.431,0.775,0,0.0933,-17.293,0,0.0502,124.835,0.806,0
John Hiatt,Memphis In The Meantime,6ayQVhvuy6yRx19572hPMT,1,107.08,3.19,-0.1,0.144,0.642,0.798,0.000101,4,0.0815,-11.138,1,0.0372,90.6,0.921,0
The Impressions,Ridin' High,7f44IRkPtLcmVOPf1bB6mn,1,116.35,2.32,-1.6,0.283,0.577,0.547,0,2,0.0588,-8.425,1,0.0567,116.15,0.694,0
Jack Off Jill,Horrible,28QhmLqsJ6n9Rrt7wkHSeB,1,84.23,3.73,2.5,0.000975,0.516,0.828,3.44E-05,10,0.0658,-6.894,0,0.21,178.293,0.94,0
Lizzy Borden,(Wake Up) Time to Die,2z90dyTLmn31Zv9Y96onVe,1,105.35,3.92,0.6,0.00545,0.207,0.828,0.000352,9,0.115,-9.083,0,0.0851,84.285,0.166,0
Backstreet Boys,PDA,5t8OBe3jR3yQ7CQWusiFOx,1,99.33,2.96,0.9,0.00518,0.798,0.84,0,6,0.142,-6.559,0,0.0879,122.958,0.867,0
John Debney,Porcelain Man,7aHcPwKyWhb071v5kIz23t,0,0,0,0,0.8,0.0711,0.0984,0.092,10,0.0987,-37.014,1,0.134,76.788,0.05,0
Mindy McCready,Be With Me,47YAH8MJ78Skw4eDSkBw61,1,116.65,2.73,-1.7,0.378,0.41,0.653,7.72E-06,2,0.349,-8.401,1,0.0462,177.763,0.566,0
BT,Knowledge Of Self (Evol Intent Remix),4p2bWuze0S6h7SGYRfWUQp,1,107.79,3.27,-0.4,8.86E-05,0.416,0.991,0.929,10,0.955,-6.592,0,0.341,178.258,0.113,0
Korn,Right Now,437ShA8eBSfBmezIP9MeX1,1,99.94,4.47,0.6,0.000726,0.56,0.935,0.000645,11,0.0776,-3.609,0,0.0986,102.946,0.383,0
Geggy Tah,Special Someone,0X32IEAtvn39PruSD9g5Ml,1,99.12,2.88,0.9,0.128,0.752,0.49,0.00151,5,0.121,-10.006,1,0.0358,103.048,0.635,0
Pat Travers,Black Betty,5ARGeCfsLe2YiNcmPM8CzR,1,92.8,2.02,1.3,0.000584,0.675,0.731,0.00591,8,0.0513,-8.502,1,0.0614,114.079,0.721,0
Minipop,Fingerprints,6x7FDXUKETkCmx8i2fcxDL,1,108.4,3.79,-0.6,0.0232,0.362,0.709,7.03E-05,2,0.18,-4.86,1,0.0338,160.3,0.246,0
Jeff Beck Group,Jody,1ocU2lZ9UX7lvORaNwhQxP,1,104.23,3.98,1.1,0.153,0.385,0.686,0.000194,0,0.255,-11.318,1,0.0397,154.831,0.805,0
Mavado,Real McKoy Feat. Busy Signal,3foRkRaWDIjcZISxXdhIqq,1,105.55,3.46,0.5,0.0113,0.745,0.623,0,7,0.0756,-5.416,1,0.332,100.113,0.568,0
Don Francisco,Give Your Heart a Home,5YLoaJNtS9oeCoinDmbpRM,1,117.36,2.58,-2,0.317,0.576,0.271,0.0652,7,0.127,-14.551,1,0.0316,107.115,0.687,0
Cool cavemen,Burlesque burglary,1iLbi7dCAjwrtSFmeR9840,1,106.16,4.4,0.3,0.331,0.536,0.825,0,0,0.0908,-4.261,1,0.0466,90.014,0.719,0
Bumblefoot,Piranha,1ZLztY0CeoL0protQz8FZ5,1,104.23,4.67,1.1,0.0302,0.304,0.867,0,2,0.0773,-4.247,1,0.0586,98.299,0.897,0
Willie Bobo,It's Not Unusual,2dElNzSm6AR5so4wcmjavf,1,96.38,3.8,2,0.796,0.769,0.425,0.000556,0,0.108,-12.653,1,0.0765,104.698,0.929,0
Bukka White,Fixin' To Die Blues,0u5DqebxtjYVxQo45xZQU8,1,106.77,2.76,0.1,0.897,0.565,0.266,0.571,11,0.103,-11.708,1,0.0375,109.976,0.577,0
The Shirelles,Dedicated To The One I Love,36f5xtZ2CXIc1WOirnnD3j,1,105.45,4.37,0.6,0.812,0.398,0.325,0,10,0.169,-6.159,1,0.0382,80.563,0.454,1
Alice In Chains,I Know Somethin (Bout You),358XBWJ3pa71P4U89v393N,1,114.42,3.08,-0.9,7.98E-05,0.414,0.822,1.78E-06,8,0.402,-8.972,0,0.0597,113.363,0.747,0
Atari Teenage Riot,Destroy 2000 Years Of Culture,5TXYz14iWc3dll9biJCwCL,1,98.11,3.75,1.3,0.00258,0.346,0.948,0.946,7,0.347,-5.422,1,0.0781,108.12,0.0348,0
Nick Cave & The Bad Seeds,Rock Of Gibraltar,4VsoKFc549YXzcJ2gNdIko,1,116.55,2.24,-1.7,0.023,0.237,0.645,0.000152,7,0.178,-7.97,1,0.0365,167.066,0.53,0
Ross,I Promise My Heart,294N0HdZagap64jqFee1SQ,1,125.92,2,-3.2,0.000981,0.632,0.895,0.917,0,0.31,-10.044,0,0.0391,135.786,0.961,0
Streetwize,No One,7ntoGv1rEgbPKAM2WrRzY5,1,106.47,4.14,0.2,0.118,0.677,0.572,0.588,4,0.123,-9.062,1,0.0263,92.99,0.64,0
Tommy James And The Shondells,Out Of The Blue,7H6URjJKkBh6fE2Xvw4eMM,1,113,3.84,-0.3,0.54,0.563,0.523,0,0,0.228,-10.685,1,0.063,134.553,0.562,1
Andrew W.K.,Can You Dance With Me?,5Ka1Ih1At3SSYV56i9simP,1,107.89,2.32,-0.4,0.0166,0.464,0.978,0,2,0.33,-1.474,1,0.0524,80.959,0.721,0
John Debney,Buddy and Santa's Flight,3SugvyBst4nBYn5vhJLvHO,0,0,0,0,0.773,0.174,0.261,0.972,0,0.0691,-16.892,1,0.0357,86.724,0.228,0
Rakim,Outro,1xiqGaMeZqLFY9TpA07k4F,1,95.88,5.02,2.2,0.676,0.648,0.0841,0,0,0.12,-22.554,1,0.808,80.852,0.657,0
Janis Joplin,Piece Of My Heart,1xKQbqQtQWrtQS47fUJBtl,1,104.13,3.91,1.1,0.263,0.443,0.727,0.000141,4,0.169,-7.951,1,0.145,160.82,0.566,0
Butthole Surfers,Wichita Cathedral [live],1ojth8dtpLRnItOtxHCboN,1,108.6,2.38,-0.7,0.0125,0.259,0.902,0.00276,9,0.673,-5.802,1,0.0718,109.107,0.19,0
Sean Kingston,Face Drop,21XsBxsHuD8Ijk1mvR9bIb,1,114.32,3.29,-0.8,0.00104,0.634,0.827,0,2,0.326,-3.687,1,0.0393,83.994,0.739,1
Bon Jovi,I Love This Town,4uG5olsZX3Kb7gKicLCbWa,1,112.9,4.26,-0.3,4.02E-05,0.482,0.871,4.14E-06,2,0.323,-4.61,1,0.0455,134.047,0.741,0
Michael Jackson,Tabloid Junkie,7n6DnNdKKhjyDa1GlGgLeQ,1,98.92,3.99,1,0.0866,0.814,0.877,7.62E-05,1,0.277,-7.134,0,0.153,111.179,0.579,0
BigElf,Superstar,4c7wUqMW71Z5aUGkRKSiIE,1,106.06,4.09,0.4,0.0344,0.514,0.589,0,5,0.851,-4.098,1,0.0422,120.287,0.729,0
Bebo Norman,Borrow Mine,1Ob5nJJqmkFh3J5wCBmkJq,1,117.57,1.98,-2.1,0.00374,0.451,0.685,3.67E-05,1,0.144,-5.347,1,0.0283,144.08,0.436,0
Hot Tuna,Death Don't Have No Mercy,5WZQNLzOHKN9CwKBMnfj0m,1,112.09,4,0.1,0.406,0.572,0.189,0.12,2,0.573,-16.239,1,0.0345,116.294,0.448,0
Cece Winans,Life,7dYsqTWXtiz83eNWsl02c9,1,115.54,2.92,-1.3,0.00591,0.683,0.805,0.000342,0,0.886,-4.422,1,0.0914,132.978,0.83,0
Taste,On The Boards,2PSo26j5LkdGu18mYM2ZdT,1,115.23,2.76,-1.2,0.0145,0.357,0.536,0.00528,7,0.149,-14.805,1,0.0386,95.387,0.656,0
Dark Fortress,Evenfall,6pbUvNaN9qcUJZt1OvFjNz,1,109.82,3.18,-1.2,3.85E-05,0.449,0.931,0.288,3,0.092,-4.487,1,0.0545,128.01,0.149,0
Ayo,Down On My Knees,5VyTLZrrb7rS3GSECj0gzP,1,97.5,3.3,1.6,0.855,0.713,0.486,0,5,0.231,-9.823,1,0.0311,91.877,0.897,0
The Fabulous Thunderbirds,Rainin' In My Heart,4YVqh5k3a75jvKiWXW88Wh,1,116.86,2.12,-1.8,0.00409,0.389,0.517,0.0101,4,0.157,-7.828,0,0.0354,73.081,0.324,0
Wet Wet Wet,Goodnight Girl,7GZim9NjDWBBzSOIqSd0Hp,1,117.06,2.04,-1.9,0.728,0.271,0.191,0,9,0.336,-15.844,1,0.0313,179.526,0.435,0
Kool Keith,Wanna Be A Star,5WGa6j999PqDXIkf4ikDWG,1,107.08,3.39,-0.1,0.516,0.806,0.87,0.101,0,0.106,-3.257,1,0.248,90.52,0.5,0
Blind Willie Johnson,If I Had My Way I'd Tear This Building Down,5LfcAWwhyl7L6HjeuPTheS,1,114.72,3.15,-1,0.984,0.449,0.377,0.0538,9,0.141,-13.655,0,0.0983,165.622,0.592,0
Radney Foster,Again,0rScIeoCwuqAc2fxN4f7nS,1,106.77,2.95,0.1,0.39,0.439,0.539,0.000331,0,0.191,-4.885,1,0.0328,140.823,0.349,0
Forensics,Boat Day At the Marina,5EwXjmewqOZRw3vLH0AVN9,1,116.35,2.32,-1.6,0.0414,0.363,0.684,0.875,11,0.29,-7.014,0,0.0916,124.559,0.612,0
The Tragically Hip,The Drop-Off,4HB6E857v1yJhz3arivdLb,1,108.29,3.41,-0.6,0.000113,0.213,0.959,4.71E-06,6,0.366,-3.718,0,0.0873,166.148,0.729,0
Lizzy Borden,There Will Be Blood Tonight,3Y2fxihrgEndwMHTCkSorB,1,107.38,4.01,-0.3,0.000129,0.256,0.99,0,10,0.226,-2.713,0,0.107,113.298,0.398,0
Black Eyed Peas,Let's Get It Started,3qK8x4GZcIkzTz9JEqvIF5,1,88.63,3.89,2.9,0.103,0.785,0.794,0,2,0.196,-2.197,1,0.113,105,0.783,0
Righteous Brothers,Harlem Shuffle,3pXB9UZehgT4E8LJR3Pc59,1,114.62,3.19,-1,0.34,0.531,0.619,0.00371,8,0.0656,-7.759,1,0.045,206.648,0.536,0
Headhunter,Are We Mindless?,0SPseAVuX7a1lm2LvcPp2F,1,81.09,4.41,3.7,0.000133,0.506,0.979,0.00313,5,0.153,-5.031,0,0.0833,86.92,0.294,0
Bob Wills,Bubbles in My Beer,5jqwoLoB78kro93sKj77ch,1,114.32,3.12,-0.8,0.994,0.405,0.251,0.951,0,0.356,-15.838,1,0.0397,171.704,0.744,0
Year Long Disaster,Stranger In My Room,3l4NrzeIAfYnb9vAcMLzAK,1,116.86,2.34,-1.8,0.000751,0.428,0.909,4.25E-06,2,0.16,-4.618,1,0.0578,166.167,0.334,0
Boards of Canada,Happy Cycling,6G4Iu30Hp9SHWQ1k2Fow7i,1,67.79,10.09,8.8,0.00629,0.913,0.429,0.868,5,0.0791,-13.764,0,0.133,100.01,0.428,0
Jah Cure,Freedom,3i0JmdCe4KFGb8YxE5Y0GP,1,114.93,3.14,-1.1,0.28,0.645,0.547,1.24E-05,8,0.152,-8.716,1,0.123,81.245,0.548,0
Simon & Garfunkel,Old Friends,7vJRHZP1PuNwjUcoCsWlul,1,109.21,3.28,-1,0.756,0.202,0.176,0.000303,1,0.113,-16.425,0,0.0343,152.633,0.3,0
The Clark Sisters,Drummer Boy,3xKdCilH4vXrkg5EAnrqvP,1,117.06,2.04,-1.9,0.0373,0.714,0.788,0.000448,8,0.364,-8.994,1,0.102,108.74,0.221,0
Nickelback,We Will Rock You,5BK5IvPzmTZBGsCnYRjSue,1,115.13,2.8,-1.2,0.0404,0.577,0.905,0,4,0.0685,-5.018,0,0.114,80.974,0.288,0
David Bowie,Time Will Crawl (Extended Dance Mix),0XkOT9wz2okDUjOJ4mLbxm,1,108.29,2.86,-0.6,0.0493,0.673,0.728,0.000888,11,0.324,-11.973,0,0.0422,121.856,0.741,0
The Roots,The Ultimate,43uq2bBjLeeZCgU3FVMIyG,1,97.3,5.06,1.7,0.377,0.682,0.895,0,8,0.67,-1.901,1,0.433,93.09,0.573,0
EPMD,Mr. Bozack,4Ia8dklxpmGfGo8hTTN3I8,1,105.45,3.79,0.6,0.0308,0.603,0.648,6.27E-05,6,0.236,-11.664,1,0.299,87.225,0.563,0
Ronnie Milsap,Why Don't You Spend The Night,3O5WcJapaaqnIiQZWpryDU,1,116.15,2.4,-1.5,0.492,0.62,0.537,7.61E-05,2,0.115,-10.552,1,0.0308,113.842,0.518,0
The Del McCoury Band,She Can't Burn Me Now,5BvboufiCKgPreTVuQDOaN,1,112.69,4.47,-0.2,0.347,0.428,0.739,0.00907,0,0.316,-5.763,1,0.0302,127.478,0.861,0
Madonna,Celebration [Felguk Love Remix],0GiM6F844vtUHQNjTRxfjt,1,90.46,3.11,2.2,0.000778,0.769,0.745,0.456,11,0.123,-5.638,1,0.0531,130.003,0.478,0
